	0	indexes	verdict
1	"[1337  591 1350  513   38  640  116 1155 1375 1231  897  241  256  774
  524  886  250 1242  507  530  785  797  733 1019  705  677  306  196
  833  431  680  757  373  770  510 1029  439 1264  180  639  478  796
  357   44  199   92  168  155  465   14   18  398  455 1277 1179  362
 1181 1392  702  540 1330  870  953  979  436  154 1070  720 1250  276
   26 1262  629  565  695  996  177  514  779 1197 1221  724 1109  662
 1093  411 1317  789 1033  843  815   86   90 1139  295 1279 1007  469
  943 1003]"		
0	198827.json		
1	"[ 992 1155 1337  785 1350  886    6  774  897  680 1019  362  430  770
 1262 1234  815  433  705  622  256  243  242 1093  410 1279  991   44
  733  178  743 1059  507  779  843 1277  979  959  591 1003  218 1317
  641   38  429  679  629  510 1311 1179  500  436 1231 1119  241   26
    1  347  530  447  639 1375   79  967  797  757  953  741 1170  465
 1197  516  367  662  833  659  666  968  938  702  728  428  550  796
 1082  492  295  398  419  626  431  514  695  197 1070 1058  940  951
  512  157]"		
0	198829.json		
1	"[ 680 1262  510  779 1364  641  815 1277   79 1317 1155 1093 1003  362
  367  953  991  629  886  659 1158  843  429  243  622  728  818  662
  940  616  770 1388 1119  543  733  992  702  550  403  797 1096 1019
  436 1377 1170 1033  705  663 1197  871  548   86  448  741  694  154
  241 1226 1056 1350  602  514  789  639 1113  530  946  983  537   24
  218  258   73 1179  736 1010   26  968  158   38 1375   15  430 1156
 1211    6   48 1181  952 1082  666  173  893  964   92   18  155  979
  714  438]"		
0	198830.json		
1	"[ 576  294  837 1143  269  224 1246 1106  814  836  793    0  737  126
  343  661  649  348  768 1091  633   55 1101  454  313  948  121 1035
 1322 1064  648  980  300 1180  226  332 1126  239 1078 1160  371 1338
  395 1153  704  477 1274  601  319  444  182 1144  719 1303 1200 1102
  578  561  111  265 1335  919   89 1173 1284 1132 1285  475  437  885
 1097  993 1136  291  290 1116  959  874  921 1026  563  225  538  545
  858  187  985 1207  691  248  358 1186 1001  862 1022  925  488  231
  452  781]"		
0	198833.json		
1	"[1132  853  992  728  696  343 1180 1161 1026  918  182  562   74 1338
  248  806  930  448  859 1065 1000  959  203  489  146  814  610 1173
  691  254  291  236 1159  708  463 1126  158  401  362 1144 1154  714
  704  345  126  925  791  475  723  285  622 1149 1035 1046 1078  679
  399  242 1339 1262  649  616 1284  862  879  637 1093  885  646 1128
 1344 1393  454  795 1022  906  698  958  403  635 1260   37  429 1376
  408 1196  266 1101  224  506 1136  666  931  767  857  484 1232  502
 1165  332]"		
0	198834.json		
1	"[1132 1180  853  992 1338  696 1161  814 1078 1026  925 1149 1173  562
  146  343  291 1035 1126  182  399  728  708  918  248 1154 1144  126
  649 1159 1101   74  959 1128  691  224  475 1022 1143  401  489  791
  454  254  269  795 1000 1120 1065 1232  698  502  285  332  859 1136
 1393  744 1220  158  862  111  768 1284  879  545  836 1344  203  448
  463  362  723  806  679  586 1030 1367  858 1376 1274 1252  622 1165
  242  484  930  345 1366 1200  437  616  958  121  358  167  563 1097
  610 1322]"		
0	198835.json		
1	"[ 680 1155  733  770 1262  797  510  779  629   38  953  241 1093  815
  641  705   92  897   14  155  702  154  843  362  662  367  436 1317
  886 1364 1033 1003 1170 1350  940 1082  478 1179 1277 1181 1019  979
  256  622   18  524  736   15  550 1119  411  429 1388 1197   79 1141
  543 1264   73  243 1007  818  659  992 1375  996  724  616  991  398
  530 1337  679   86   24  983 1056 1109  695   26  403 1226  602 1221
  789 1330  591  741  497  964  728 1319  431  522  258  757  116  639
  850    6]"		
0	198836.json		
1	"[ 839 1219  703  225  515  793  239 1064  633  826  568 1285  290 1077
  578 1229  922 1202  993  229  538  768  222  269  807 1106  348  300
  539  985   96 1086  214  477 1207 1102 1114  576  111  149  360  889
 1203 1021  310  240 1127  545  584  972  224  488  813    5 1143  261
 1198 1160 1303  353  980 1168 1333   69  880 1001 1297  716    0  830
  376  837  986  836  781  121    8 1186  220  863  782 1246 1153  454
   89  141 1335  661  698 1334 1322  987  734 1057  319  115  332  814
  389  133]"		
0	198837.json		
1	"[1132  853 1180  696  182 1161  814  918  562  992 1035 1144  291 1338
  959  343   74  248 1173 1026  146  649  401  475 1126  925 1078 1101
  285  269  791  728 1136  708  862  126 1149 1022 1120  242 1065  224
  454  111  691  723  930  362 1367  332 1213  399 1159  698  463  358
  836  254 1000  586 1322 1274  502 1366 1097  293  484   89  744 1143
  489 1393  858  859  429  768  203 1220 1232 1154 1128  545  610  806
  121 1057 1376 1284  958  879 1335 1200  752  993  437 1153  874  236
 1356  795]"		
0	198838.json		
1	"[ 269  224 1180  814 1064 1143  454  348  793 1035 1338  768  111 1160
 1078  858 1173 1367 1126  836 1102  576 1132  332  291  358  649  121
 1322 1161  578  980 1057 1136 1144  126 1335  545  993  633  925    0
 1285  214 1101 1001 1220 1026  146 1246 1153  698  862  488  475  319
  502 1120   89  248 1022  141 1114 1207  515 1274 1366  744 1200  225
  239 1097  437  791  477 1203  948 1106  826 1159  874  562  691  290
  563  790  853  918  584  696 1186 1219  300  182    8 1149  708  781
 1213 1154]"		
0	198841.json		
1	"[ 362  992  666  679  429 1093  680 1262  843  510 1128  886  622 1170
  770  853  242  530   44 1003  728  815 1165  428  663 1226  399  629
   19  343  736 1350  641  241 1155  158  484  785 1302  897  398  959
  182  602   92  448  562   38  436 1082  616 1119  403  367  779  548
  243 1317 1132  733  550   79  953  696 1167   26 1181    6 1277  694
  433  659  906 1179  543  702 1344 1033  256  401  607 1019 1141  940
  931  806  228  478  991   74  646  705  443  918 1056  662 1364   15
  871  857]"		
0	198842.json		
1	"[  38  733  241   92  256  680  770  478 1155  797  524  897 1181  155
   18  702 1109  411  154   14  436 1033  979  705  510  629  736 1179
 1264 1262  940 1082  996 1350  662  724 1019  367  815 1337  843   73
 1093 1141  850  522 1170  886  779  362  796  641 1007  530  695 1253
 1003 1319  276 1330 1221  550  757  953  109  543 1302 1348  398 1119
   26  235 1375  591   86 1197  622  679 1226  157 1317 1277  429  258
  431 1250 1364 1085  818   15  659  833  178 1388  785  760  199  741
 1059  447]"		
0	198843.json		
1	"[ 789  150 1310 1139  514 1166 1054 1377  116   40  444 1010 1392 1271
  714 1364  601  774  728  481  440  395  631 1311  943  191  639  968
  953 1158 1056  434  396   34  885  893 1113 1277 1349  964  160 1261
 1324 1096  451  490 1178   24  430 1100 1163   98  208 1242  779   12
  485  664  351  277  931 1067  591  486 1317  886  343  952  675  819
  946  147  165  173  799  417 1028  394  681  975 1244   36  959 1231
  243   79 1210 1211  704  969  295  424  610  547  692  338 1071   76
  508 1385]"		
0	198844.json		
1	"[ 125   57   35   10  324  555  729   63 1346 1063  938  651   65    3
 1381  721  978  521 1050 1121  180   31   54  792  136  627  611  808
  276 1313 1303  771 1355 1038  462  354  847   32  573  607  275 1360
  644   67  685  265  566  260  908  222  805 1129 1314  188  191   79
  156  130  699  244  234 1017  930  900  821 1185  175   46  340   20
  620  907 1068  518  120  452 1032  151  418  910  735  453  848  184
  231  845 1095  571  899   47  161  619  672  416 1197  693  831 1341
  283  137]"		
0	198845.json		
1	"[1128  607 1165  484  228  666 1180  399 1105 1143  428   19  679 1078
  404  167  423  586  420  992    0 1255 1132 1252  790  814 1338 1284
  853  562 1302 1116 1035  182  362 1030 1274  857  663  858  502  999
  343 1154  488  158  906  475  398  959 1203 1226  341 1160  919 1022
   44  918  242  791  140 1170 1149 1167  965  401 1220  530 1393 1344
 1322  879  448 1213  403  736 1378  948  728 1120 1026  616  122  602
 1351  649   74 1136 1101  291  931  358  560  795  622  102  785 1093
   23  313]"		
0	198847.json		
1	"[ 680 1155  779  641  815  510  770  367 1262  733 1277  436  629  940
   79  662  797   48 1033 1019  991  843  659 1093  622  705  886 1003
 1317  241 1197   38 1364  702  543  550 1375  256  979   18 1179  983
  996  741  154  243  362  429  218   73  478  411 1119  155 1181   86
 1007 1170   26 1337  953  736  639   92  591  897  524  616 1221 1350
 1082  952 1096  447  537  724 1330  992  760  946  818 1109 1059 1226
   14   68  530    6  514  871 1388  571  116  673  495 1264  286 1326
  522 1041]"		
0	198848.json		
1	"[ 680  770  510 1155 1262 1093  815  641  367  629  779  733  662 1003
  843  362  550  702  429 1033  886 1317 1277  241  797  940   38  436
  659  622 1082 1019   92   79  705  543  897  992 1170 1364  991  953
 1179  979    6  243   14 1197   18 1119  154   15  478  256  741 1350
   73   86  155 1059  736 1319  983  530 1181   26 1056  996 1007  411
  728  695  398 1375  666 1226  679 1141  785 1388  616  871   48 1221
  522  818  524 1264  242  258  218  264  514  591  447 1330  235  964
  789  178]"		
0	198849.json		
1	"[ 158  728  448  663  806 1167  992  548  602 1093  510 1165  906  666
  547 1377  694  680  646  622 1262 1226  494  236  641  853  362  403
  815  679   79  429 1317  871  857  266  859 1119  343 1003  610 1046
  714  696 1286  991  345 1170  484 1047  843 1158  779  600  616  417
  659 1132  637  886  243  629  279 1277 1344 1056    6  767  953 1364
  242  736  367 1113  408 1156  463 1128  967 1252  704  470  489  438
  788  428  530 1155  770 1388 1339   19  965  647  541  968  607  398
  401  931]"		
0	198850.json		
1	"[ 680  770  733 1155   38  241 1082 1262  815  629  362  797   92  510
  843 1093  154  641  256  367  886  436 1033  702  779  979  897  705
 1003  662  155  940  478  429 1364 1350 1170 1019  550 1179 1181   18
  622  736  953  411  243  992 1277 1119  524 1317  543  996  659   73
  679 1141   14  530   26   79  724 1264   24 1197  991  695  616 1221
 1109  741 1007 1337    6   86 1388 1302  522 1319  666 1226  818  785
  757 1059 1330  398  850  178  796  403  258  431  602  591   15  235
 1375  218]"		
0	198852.json		
1	"[ 269  578 1064  793  348 1285  633  826  290 1160  224  538  239 1102
  568 1219 1114  768  454  576   96  229  858 1021  985 1367 1086  836
 1127 1203  121  813  539 1057 1335  111 1106 1001  807 1078  515  814
  980  353  214  358  300  488 1180 1207  830  545  319  781  332 1126
 1246  141 1338  149 1173  987  993 1101  839    8 1035 1136 1143 1322
  291 1153 1077  649  716 1220 1186  782  475  837  585  477 1120 1378
  225  563  862  863  480   89  925   69  502  698 1366  584  880 1161
  790 1144]"		
0	198853.json		
1	"[ 728  992  853  448  696  806 1132  343  859  158  362  610 1262  714
  236  403 1093  622  562   74  182  959  918  616  704  345 1046  429
  489  680  906 1180  602  646 1377 1065 1161  463 1170 1000  408  694
  953  679  637  242 1158  266  254  401  885 1026 1344  666  248 1339
  788 1056  931  767  641  815 1003 1317 1165  964 1119  723  691  548
   79 1159 1286  243 1338  146  857  663  708 1364  470  147  968  399
  635  893  417 1196  506  510    6  958 1154  494 1128  843   24  203
  279  600]"		
0	198854.json		
1	"[1054 1056  150  343  728 1377  714  610  236  448  806  964  514  789
  417  767 1158  885  408  704  547  637  541  646  444  635 1324 1317
  788  992  470  510  451  266  158 1286   79  968 1277   15 1093  147
  663  779   40 1046  906  694  400 1262  548  953  622  853  165  991
 1100 1167 1271  680  815   37  430  494 1339  641 1065  696  506  859
  647 1310 1003  362  931  659  625  959 1196 1139  886  395  429  967
  719 1000 1113  766  497  600  871 1163  602  463  882 1155  933  116
  403 1197]"		
0	198855.json		
1	"[ 680  770 1155  815  641  779  510  629  367  979  733  436  256  886
 1262  843 1277  659  940  991  662 1019   38 1003   79 1093  550  797
  741  702 1033  622  429  241  705 1059  362 1082 1197 1179 1364  543
 1317 1119  243    6  218   26   48   18  996  286  154  478  897 1181
  178 1007 1337  591   86   92  992 1170 1350 1221  447   73  530  743
  411 1264  953  796  736  724 1375  410  430  760  500  983  155 1330
  695  522 1226  616  516  785  524   68  639  235  818 1058 1096  666
  537  679]"		
0	198856.json		
1	"[1305   29  873  320 1270  775  162  230  855  685 1015  135  989 1183
 1031  765  821  684   85  355  746  354  262  997  263  697 1320 1079
 1184 1016  923  938  211  369 1299  682   33 1243 1018  834  693    8
  650  217  549  505   82 1043  309  751  333 1014  962  296  326  673
  310  544 1254 1252 1342  277  537  670 1048  526  773  452 1280 1328
 1013  232  548  863 1225   41 1230 1165 1130  388 1137  652  692  496
  138  418  366 1290 1142  602 1379 1061  506  180 1251 1224  181  966
  585 1140]"		
0	198859.json		
1	"[ 680  733 1155  510  770  629  241 1262   38  815   92  702  779 1093
  641  436  797  367  478  662 1003  705 1033  843   18   14  897 1181
  940  362  622  154  886  256 1277 1170 1179  953  524  155 1317 1019
  736  543 1119  659  411  979 1350 1082  996  550   15 1007  429   79
 1375 1197   86   73 1319 1364  530 1141 1109 1330  992  724 1337 1264
  398 1221  991 1226  679   26  522  695  243  591  741  818  258  983
  616   48  447  199 1056 1253 1388  720  431  276  218  602   68  785
  850 1302]"		
0	198860.json		
1	"[  38  256  733  770  680  979  478  241 1155   92 1337  897 1082  797
 1059 1181 1179  155  436  154  524  843  705  702 1019 1109  510  522
  815  550   18  629  411  695 1033 1093   14 1262  736 1350  796  530
  886  235 1264  367  662  940   73  996  724  779  641  785 1007 1330
  833  362  757 1170  109  741   26 1003  850  429 1141  410  398  276
  507  178 1221  591  428 1197  543  953 1317  243  622  258 1253 1277
 1319 1375 1119    6   86 1226  812  666   44  818  991  659 1364 1302
 1348  218]"		
0	198863.json		
1	"[ 680  622 1056  510 1262 1093  953   15  779  641 1317  815   79  964
  728 1155  789  448 1003  992 1377 1277  704 1158  362  770  629  451
 1119  659 1170  663  843  343  497  733  367  429   14 1156  991 1375
  886  968  616  806  436  548  885  236  694  150 1364  983  702  147
  602  514 1197  543  158 1054  882  705 1350   86  646  417  931  243
  797 1167  403  662  494  116  438  610 1096  818  897  871 1113  940
  315  952 1033  679  666 1019  741  241  398    6  736  450  639  550
 1388  946]"		
0	198864.json		
1	"[ 680  815  641   79  991 1262  779  659 1093 1277  367  510 1003 1364
 1317  429  622  728  629  992  843 1155  362  940  243 1158  886  543
 1119  448  550  733  741  662  702 1033  770 1170  694  436 1197  953
  602 1056  806 1019 1096 1211  430  548  616 1377  403 1113    6   48
  158  983  236   86  218  173  967  705  241  797  514  871   26 1179
  714 1388  417   15  696  853   73  438  447  610 1350  859  242  147
 1082 1010  663  788  639   68  286  232  433 1041  968  343  537  979
  408  964]"		
0	198865.json		
1	"[1000  714 1159  728 1065  610 1132 1286  489 1026 1393 1324  637  345
  879  266   37  158 1161 1377  767  853  730  906  708 1376 1180  542
  448  806 1162 1338  470  236  859  896 1046  203  341  349  463  291
  248  865  625 1126  146 1163  408  676 1252  475  594  717  646  279
  254  795  857  691  325  635  885 1173   74  506  417  862 1011  647
  653  788  454  468  400  918  201  343  696  424  165  502 1378 1339
  403 1352 1196 1210  999  893  541  791 1165  600 1214 1051  616 1144
  183  698]"		
0	198866.json		
1	"[ 733  680 1155   38  770  241  510  797   92  629  256  702  478 1033
  436 1262  815  662  154  779 1181   18  367  940  155  705  897  641
  411  524 1093 1019   14 1179  843  979 1109  736  996  886   73 1003
 1277 1337 1264  543 1350  550 1082  724 1007  362  522 1197 1317 1170
 1141 1221 1330  530  659   86 1375  850  695 1364  622   79  953  591
  276   26 1319  429 1119  818 1226  235 1253  398  983  741  796  258
  991   48  109   15 1388  760  243  218  431  757  199 1250 1059  447
  116  639]"		
