	verdict	intersection
140	198791.json	[14, 15, 96, 203, 224, 236, 266, 269, 325, 345, 400, 403, 417, 438, 448, 454, 470, 489, 494, 497, 506, 515, 525, 541, 545, 577, 590, 603, 605, 634, 637, 676, 698, 717, 719, 727, 788, 807, 809, 836, 837, 841, 859, 865, 874, 882, 885, 942, 953, 954, 964, 993, 999, 1000, 1026, 1046, 1054, 1056, 1064, 1065, 1086, 1114, 1126, 1136, 1153, 1158, 1159, 1161, 1169, 1171, 1173, 1194, 1196, 1200, 1207, 1220, 1246, 1259, 1286, 1335, 1352, 1356, 1373, 1376, 1377, 1393, 1394]
141	198792.json	[6, 7, 19, 23, 41, 58, 100, 104, 114, 167, 174, 228, 246, 250, 306, 314, 323, 328, 336, 346, 347, 371, 390, 391, 404, 410, 439, 456, 461, 465, 474, 484, 496, 500, 512, 513, 517, 534, 538, 554, 564, 569, 580, 607, 614, 615, 621, 633, 640, 677, 688, 692, 693, 709, 753, 764, 781, 782, 785, 786, 792, 804, 830, 863, 876, 903, 904, 913, 922, 924, 927, 939, 941, 956, 959, 965, 972, 985, 1055, 1137, 1138, 1198, 1231, 1237, 1251, 1255, 1269, 1281, 1306, 1318, 1322, 1334, 1336]
142	198793.json	[20, 25, 34, 43, 45, 48, 59, 62, 102, 105, 145, 150, 153, 188, 189, 194, 215, 251, 252, 268, 273, 358, 359, 398, 402, 409, 424, 428, 435, 457, 500, 509, 514, 549, 551, 554, 564, 591, 645, 675, 686, 692, 738, 742, 777, 797, 824, 825, 827, 845, 847, 849, 856, 876, 900, 946, 952, 956, 979, 995, 1014, 1025, 1032, 1036, 1059, 1071, 1082, 1098, 1099, 1110, 1182, 1185, 1187, 1226, 1278, 1283, 1293, 1295, 1301, 1332, 1346, 1349, 1363, 1370, 1385, 1392]
143	198794.json	[15, 33, 92, 111, 146, 153, 206, 269, 291, 321, 341, 370, 434, 438, 448, 468, 486, 489, 494, 497, 577, 578, 598, 616, 645, 646, 664, 680, 681, 708, 714, 717, 722, 754, 762, 798, 810, 823, 837, 841, 866, 882, 885, 892, 893, 942, 945, 953, 954, 964, 969, 987, 999, 1000, 1048, 1054, 1056, 1071, 1077, 1110, 1113, 1115, 1136, 1140, 1154, 1156, 1158, 1163, 1166, 1194, 1195, 1199, 1207, 1210, 1219, 1229, 1286, 1335, 1342, 1359, 1377, 1378, 1394]
144	198795.json	[15, 33, 43, 76, 86, 144, 153, 175, 189, 206, 216, 226, 277, 370, 388, 409, 418, 421, 434, 435, 438, 440, 468, 487, 501, 504, 505, 570, 578, 590, 592, 598, 616, 645, 754, 762, 775, 799, 810, 819, 822, 837, 866, 882, 893, 907, 945, 946, 952, 953, 954, 969, 987, 999, 1021, 1036, 1071, 1077, 1094, 1110, 1119, 1120, 1134, 1140, 1182, 1195, 1206, 1210, 1224, 1254, 1273, 1345, 1358, 1359, 1385, 1394]
145	198796.json	[6, 19, 23, 38, 44, 58, 114, 174, 175, 250, 256, 258, 285, 306, 314, 326, 328, 358, 371, 390, 410, 412, 426, 456, 461, 479, 484, 496, 512, 524, 529, 549, 554, 565, 569, 607, 630, 677, 709, 741, 748, 777, 789, 792, 802, 832, 843, 903, 909, 913, 920, 938, 956, 959, 965, 1036, 1048, 1060, 1063, 1072, 1110, 1137, 1179, 1187, 1255, 1269, 1281, 1302, 1305, 1349]
146	198797.json	[13, 26, 31, 43, 66, 88, 102, 105, 119, 127, 152, 153, 192, 202, 204, 215, 233, 249, 261, 267, 273, 281, 302, 313, 334, 336, 337, 362, 364, 391, 393, 398, 406, 407, 431, 466, 469, 493, 498, 499, 530, 553, 558, 589, 591, 599, 623, 624, 629, 631, 642, 665, 666, 678, 679, 686, 705, 715, 735, 742, 762, 797, 850, 887, 934, 936, 944, 952, 956, 979, 988, 990, 994, 1002, 1004, 1015, 1050, 1058, 1082, 1095, 1112, 1125, 1135, 1191, 1193, 1206, 1208, 1217, 1225, 1282, 1292, 1329, 1348, 1383]
147	198799.json	[43, 45, 48, 62, 65, 66, 73, 85, 86, 88, 92, 119, 120, 152, 153, 156, 241, 294, 302, 318, 382, 393, 397, 405, 422, 452, 466, 495, 518, 571, 587, 595, 599, 642, 661, 664, 665, 666, 673, 674, 686, 689, 712, 750, 762, 797, 801, 812, 844, 850, 852, 875, 934, 944, 946, 952, 963, 978, 979, 988, 996, 1004, 1007, 1015, 1031, 1036, 1049, 1076, 1081, 1089, 1090, 1135, 1174, 1176, 1185, 1190, 1191, 1208, 1223, 1225, 1236, 1240, 1249, 1265, 1268, 1277, 1280, 1301, 1312, 1328, 1331, 1333, 1368, 1381, 1387, 1388]
148	198802.json	[1, 6, 19, 39, 41, 118, 129, 131, 174, 177, 178, 246, 256, 259, 314, 336, 347, 352, 357, 390, 404, 410, 426, 430, 433, 439, 456, 461, 465, 474, 492, 500, 512, 513, 517, 529, 565, 569, 574, 579, 580, 607, 620, 632, 677, 688, 707, 709, 729, 739, 748, 753, 782, 785, 786, 867, 876, 883, 890, 903, 904, 909, 924, 933, 941, 951, 956, 965, 971, 974, 984, 985, 1024, 1030, 1073, 1088, 1103, 1138, 1183, 1188, 1204, 1205, 1213, 1230, 1231, 1234, 1237, 1238, 1251, 1255, 1269, 1279, 1281, 1306, 1311, 1315, 1318, 1350, 1353]
149	198803.json	[6, 19, 23, 43, 58, 113, 144, 146, 167, 175, 216, 242, 288, 306, 314, 317, 328, 346, 358, 371, 421, 423, 478, 484, 496, 512, 538, 549, 554, 570, 581, 586, 607, 621, 632, 677, 748, 777, 781, 783, 786, 789, 794, 810, 822, 831, 880, 883, 884, 890, 913, 920, 938, 939, 942, 945, 956, 991, 1035, 1036, 1063, 1072, 1080, 1085, 1097, 1110, 1131, 1165, 1179, 1239, 1269, 1322, 1337, 1366, 1378]
150	198804.json	[33, 43, 45, 66, 73, 86, 92, 119, 120, 153, 154, 155, 176, 189, 213, 241, 253, 273, 282, 299, 304, 308, 313, 315, 364, 382, 398, 411, 452, 510, 518, 587, 589, 591, 599, 601, 616, 645, 662, 664, 665, 673, 681, 686, 702, 712, 720, 740, 742, 750, 762, 797, 812, 818, 831, 837, 850, 912, 934, 944, 946, 952, 969, 996, 999, 1004, 1007, 1017, 1033, 1036, 1041, 1049, 1076, 1089, 1090, 1109, 1125, 1135, 1171, 1176, 1178, 1191, 1206, 1208, 1210, 1212, 1223, 1225, 1253, 1265, 1268, 1282, 1313, 1319, 1329, 1331, 1333, 1381]
151	198807.json	[1, 4, 19, 23, 39, 129, 131, 174, 204, 244, 246, 250, 259, 314, 328, 336, 347, 357, 371, 404, 410, 428, 430, 433, 439, 461, 465, 500, 512, 513, 517, 529, 538, 549, 554, 565, 569, 574, 580, 607, 620, 632, 677, 709, 729, 753, 777, 785, 808, 863, 867, 876, 886, 903, 904, 927, 933, 941, 951, 956, 962, 971, 985, 1014, 1024, 1029, 1030, 1059, 1088, 1103, 1106, 1138, 1204, 1205, 1213, 1231, 1234, 1237, 1238, 1251, 1255, 1269, 1279, 1281, 1306, 1308, 1315, 1318, 1350]
152	198808.json	[34, 43, 65, 66, 86, 87, 92, 103, 137, 145, 152, 153, 176, 183, 187, 189, 206, 213, 222, 269, 294, 302, 304, 313, 337, 360, 364, 370, 393, 397, 418, 425, 431, 438, 486, 487, 590, 591, 599, 645, 648, 661, 664, 686, 690, 712, 762, 775, 837, 854, 866, 934, 944, 952, 954, 957, 999, 1002, 1003, 1007, 1036, 1090, 1108, 1125, 1135, 1171, 1206, 1208, 1212, 1225, 1240, 1265, 1282, 1304, 1305, 1312, 1329, 1333, 1347, 1375, 1385]
153	198809.json	[19, 23, 38, 39, 44, 58, 67, 100, 101, 104, 107, 114, 202, 230, 235, 250, 256, 258, 276, 285, 314, 320, 326, 328, 336, 347, 358, 363, 404, 412, 419, 430, 452, 456, 461, 465, 496, 513, 517, 524, 526, 530, 549, 554, 569, 580, 606, 614, 615, 620, 630, 677, 693, 709, 741, 764, 785, 792, 802, 808, 813, 814, 832, 833, 843, 870, 871, 903, 948, 956, 965, 983, 1014, 1019, 1048, 1058, 1068, 1072, 1081, 1137, 1155, 1187, 1234, 1237, 1242, 1277, 1281, 1297, 1302, 1305, 1392]
154	198810.json	[34, 43, 65, 66, 83, 86, 92, 103, 145, 153, 156, 176, 189, 273, 282, 302, 304, 313, 337, 372, 377, 378, 393, 418, 425, 487, 498, 504, 518, 571, 590, 591, 599, 645, 647, 661, 664, 675, 686, 690, 712, 740, 749, 762, 775, 825, 850, 866, 889, 944, 952, 957, 979, 990, 999, 1002, 1003, 1004, 1071, 1125, 1135, 1171, 1206, 1208, 1212, 1247, 1265, 1295, 1304, 1305, 1312, 1313, 1317, 1375, 1385]
155	198811.json	[25, 29, 33, 43, 45, 59, 62, 86, 105, 145, 150, 175, 251, 268, 326, 338, 358, 359, 402, 409, 424, 435, 457, 490, 501, 514, 549, 551, 554, 591, 608, 615, 638, 660, 675, 700, 709, 740, 741, 742, 750, 765, 775, 777, 779, 789, 799, 824, 825, 827, 847, 849, 856, 870, 883, 946, 995, 997, 1014, 1025, 1032, 1036, 1060, 1071, 1072, 1081, 1110, 1131, 1142, 1177, 1182, 1187, 1226, 1242, 1277, 1283, 1293, 1310, 1332, 1346, 1349, 1351, 1363, 1370, 1381, 1385, 1392]
156	198812.json	[31, 43, 65, 66, 88, 95, 103, 119, 152, 156, 188, 192, 212, 302, 305, 313, 334, 337, 354, 364, 366, 372, 393, 398, 406, 407, 413, 422, 425, 432, 441, 469, 493, 498, 518, 558, 587, 589, 591, 599, 631, 642, 644, 659, 661, 665, 666, 673, 686, 690, 712, 715, 724, 726, 740, 761, 762, 776, 787, 797, 801, 850, 887, 915, 944, 957, 973, 979, 988, 990, 994, 1002, 1003, 1004, 1015, 1049, 1050, 1089, 1109, 1125, 1135, 1190, 1208, 1212, 1215, 1223, 1240, 1247, 1253, 1265, 1282, 1288, 1301, 1313, 1357, 1371]
157	198813.json	[96, 121, 165, 214, 224, 229, 236, 269, 319, 325, 345, 349, 420, 454, 477, 502, 515, 539, 541, 542, 545, 578, 603, 637, 676, 727, 730, 737, 807, 809, 836, 859, 862, 863, 874, 954, 958, 993, 999, 1000, 1026, 1046, 1064, 1078, 1086, 1092, 1114, 1126, 1127, 1136, 1143, 1153, 1154, 1158, 1159, 1161, 1164, 1173, 1180, 1186, 1200, 1201, 1207, 1214, 1220, 1246, 1260, 1285, 1335, 1338, 1352, 1356, 1366, 1367, 1373, 1376, 1378, 1393]
158	198814.json	[14, 15, 36, 47, 55, 93, 126, 158, 165, 183, 201, 203, 206, 266, 345, 351, 400, 434, 448, 450, 451, 470, 477, 487, 489, 494, 497, 506, 525, 541, 557, 603, 634, 652, 704, 719, 727, 737, 784, 791, 807, 809, 810, 836, 840, 882, 885, 906, 935, 954, 964, 989, 1000, 1026, 1056, 1064, 1078, 1079, 1097, 1114, 1140, 1145, 1153, 1156, 1158, 1167, 1169, 1170, 1194, 1246, 1259, 1261, 1266, 1273, 1286, 1345, 1356, 1360, 1373, 1377, 1394]
159	198815.json	[13, 20, 43, 45, 66, 76, 86, 92, 153, 154, 156, 157, 188, 240, 253, 273, 282, 302, 305, 313, 329, 377, 388, 393, 398, 406, 424, 458, 469, 518, 544, 558, 589, 591, 599, 601, 664, 665, 673, 686, 705, 740, 750, 762, 775, 797, 799, 812, 818, 845, 848, 850, 894, 934, 944, 946, 952, 960, 979, 1004, 1031, 1036, 1076, 1090, 1109, 1110, 1125, 1135, 1174, 1178, 1185, 1191, 1206, 1208, 1223, 1225, 1253, 1265, 1277, 1280, 1282, 1301, 1305, 1331, 1333, 1349, 1355, 1370, 1381]
160	198816.json	[93, 96, 126, 158, 165, 203, 206, 224, 236, 266, 279, 325, 345, 389, 400, 420, 434, 448, 454, 470, 473, 477, 489, 494, 515, 525, 539, 541, 542, 577, 603, 634, 652, 676, 704, 717, 727, 730, 737, 795, 807, 809, 836, 841, 859, 874, 885, 906, 953, 954, 993, 1000, 1021, 1026, 1046, 1064, 1065, 1078, 1086, 1097, 1114, 1126, 1129, 1136, 1143, 1151, 1153, 1154, 1158, 1159, 1161, 1163, 1169, 1201, 1207, 1214, 1220, 1246, 1259, 1273, 1286, 1338, 1352, 1356, 1360, 1367, 1373, 1376, 1377, 1378, 1393]
161	198818.json	[5, 29, 86, 118, 123, 133, 138, 150, 162, 166, 175, 184, 190, 194, 216, 222, 228, 239, 252, 259, 262, 268, 270, 330, 339, 340, 344, 348, 355, 358, 376, 387, 427, 478, 484, 501, 504, 554, 565, 569, 570, 627, 674, 713, 738, 746, 777, 821, 839, 872, 881, 904, 907, 925, 937, 949, 956, 1036, 1039, 1048, 1094, 1098, 1110, 1133, 1148, 1168, 1213, 1244, 1278, 1280, 1303, 1322, 1330, 1349, 1370]
162	198819.json	[]
163	198820.json	[39, 58, 67, 87, 102, 104, 202, 215, 233, 247, 252, 260, 314, 328, 336, 338, 347, 391, 428, 433, 461, 500, 507, 517, 522, 529, 530, 549, 554, 564, 574, 620, 624, 678, 693, 709, 742, 757, 777, 785, 805, 824, 876, 886, 895, 900, 904, 933, 938, 941, 951, 956, 970, 971, 974, 1014, 1058, 1059, 1062, 1082, 1098, 1118, 1138, 1187, 1213, 1217, 1255, 1269, 1278, 1281, 1292, 1306, 1308, 1318, 1332, 1350, 1365, 1370, 1379, 1392]
164	198822.json	[6, 19, 23, 39, 110, 167, 174, 175, 178, 225, 256, 306, 310, 314, 323, 328, 336, 350, 357, 371, 390, 399, 410, 423, 426, 428, 439, 456, 461, 465, 512, 529, 538, 549, 554, 560, 564, 565, 607, 632, 677, 683, 688, 703, 709, 729, 748, 753, 777, 779, 781, 782, 786, 804, 822, 863, 883, 890, 903, 904, 909, 913, 920, 927, 941, 951, 956, 959, 965, 984, 985, 1021, 1030, 1063, 1072, 1103, 1110, 1165, 1188, 1204, 1231, 1238, 1251, 1255, 1269, 1276, 1279, 1281, 1318, 1322, 1334, 1337, 1351, 1353, 1362, 1366, 1395]
165	198824.json	[20, 22, 25, 33, 43, 45, 48, 66, 86, 92, 97, 137, 148, 150, 153, 167, 175, 199, 206, 221, 241, 294, 299, 313, 326, 398, 402, 409, 418, 435, 452, 457, 466, 486, 487, 501, 510, 524, 549, 591, 599, 601, 673, 681, 740, 742, 750, 762, 789, 812, 831, 845, 848, 869, 907, 912, 934, 938, 945, 946, 952, 960, 983, 1004, 1007, 1017, 1036, 1047, 1048, 1050, 1072, 1090, 1110, 1118, 1131, 1157, 1177, 1178, 1187, 1191, 1206, 1212, 1223, 1225, 1244, 1304, 1319, 1333, 1370, 1381]
166	198825.json	[12, 47, 55, 93, 96, 112, 121, 126, 158, 165, 203, 214, 224, 266, 269, 287, 319, 379, 381, 400, 434, 437, 454, 470, 473, 477, 506, 515, 525, 545, 561, 563, 576, 578, 584, 603, 652, 657, 676, 719, 737, 784, 791, 807, 809, 810, 819, 826, 836, 837, 885, 954, 999, 1000, 1026, 1046, 1064, 1078, 1086, 1097, 1114, 1120, 1126, 1129, 1140, 1143, 1153, 1158, 1159, 1161, 1169, 1170, 1171, 1173, 1186, 1207, 1246, 1259, 1260, 1266, 1273, 1285, 1335, 1356, 1360, 1366, 1377, 1393, 1394]
167	198826.json	[25, 86, 105, 118, 150, 175, 221, 251, 259, 267, 289, 299, 326, 331, 338, 409, 410, 435, 457, 461, 485, 501, 510, 524, 529, 549, 598, 601, 614, 615, 675, 692, 709, 779, 789, 848, 856, 861, 869, 870, 907, 956, 960, 968, 983, 1010, 1036, 1039, 1080, 1098, 1110, 1131, 1172, 1187, 1223, 1231, 1242, 1281, 1310, 1345, 1349, 1370, 1375, 1385, 1392]
168	198827.json	[1, 4, 6, 9, 39, 110, 118, 131, 164, 174, 177, 178, 223, 250, 256, 258, 259, 270, 283, 350, 352, 404, 410, 419, 423, 430, 433, 439, 453, 455, 461, 464, 465, 474, 492, 512, 516, 529, 560, 565, 574, 579, 580, 620, 632, 683, 709, 710, 729, 748, 753, 780, 786, 808, 821, 876, 883, 890, 903, 909, 926, 933, 941, 965, 980, 984, 985, 991, 1021, 1023, 1030, 1059, 1063, 1106, 1128, 1183, 1188, 1204, 1205, 1213, 1230, 1231, 1234, 1238, 1251, 1269, 1279, 1281, 1290, 1306, 1311, 1315, 1318, 1337, 1353, 1362]
169	198829.json	[12, 15, 33, 153, 165, 183, 187, 189, 193, 206, 226, 370, 374, 417, 434, 438, 454, 463, 473, 494, 506, 511, 542, 547, 578, 590, 592, 598, 616, 645, 646, 647, 664, 676, 680, 694, 712, 714, 717, 728, 730, 762, 775, 809, 810, 837, 841, 857, 866, 882, 885, 892, 893, 906, 953, 954, 964, 999, 1000, 1003, 1053, 1054, 1077, 1096, 1154, 1158, 1163, 1166, 1171, 1194, 1195, 1201, 1207, 1210, 1214, 1219, 1225, 1285, 1324, 1335, 1352, 1359, 1373, 1394]
170	198830.json	[67, 86, 105, 107, 136, 145, 152, 153, 156, 172, 195, 200, 202, 206, 221, 233, 235, 245, 285, 302, 331, 372, 382, 393, 412, 431, 432, 461, 466, 483, 485, 517, 518, 521, 540, 544, 591, 614, 615, 628, 630, 661, 675, 678, 686, 690, 709, 740, 741, 775, 845, 872, 910, 934, 943, 944, 956, 957, 1005, 1014, 1031, 1050, 1058, 1068, 1090, 1098, 1108, 1125, 1135, 1187, 1198, 1208, 1212, 1223, 1242, 1297, 1304, 1305, 1349, 1354, 1355, 1375]
171	198833.json	[11, 25, 34, 43, 45, 52, 59, 85, 142, 150, 153, 163, 190, 198, 207, 227, 274, 294, 309, 326, 358, 359, 379, 380, 383, 409, 435, 442, 457, 466, 468, 490, 501, 528, 535, 549, 551, 552, 554, 575, 608, 656, 657, 711, 754, 756, 759, 763, 789, 799, 825, 864, 883, 904, 929, 937, 975, 978, 995, 1006, 1013, 1036, 1044, 1066, 1074, 1075, 1080, 1110, 1129, 1130, 1131, 1177, 1182, 1192, 1226, 1235, 1259, 1260, 1277, 1293, 1310, 1325, 1332, 1351, 1370, 1385, 1389]
172	198834.json	[6, 30, 133, 148, 167, 175, 178, 225, 259, 314, 317, 358, 371, 410, 426, 435, 492, 501, 512, 529, 538, 549, 554, 560, 563, 564, 578, 598, 600, 607, 632, 683, 692, 703, 709, 729, 748, 774, 777, 779, 822, 827, 834, 848, 883, 890, 909, 920, 951, 980, 985, 1021, 1030, 1063, 1071, 1106, 1119, 1131, 1168, 1213, 1232, 1251, 1252, 1255, 1266, 1279, 1334, 1366, 1378]
173	198835.json	[20, 43, 65, 73, 76, 92, 116, 136, 145, 153, 175, 188, 193, 206, 253, 329, 331, 332, 370, 372, 377, 378, 388, 397, 405, 406, 421, 479, 526, 537, 570, 599, 645, 673, 686, 692, 714, 740, 750, 754, 762, 765, 797, 799, 825, 844, 850, 889, 938, 939, 946, 954, 969, 989, 997, 999, 1004, 1015, 1016, 1036, 1060, 1071, 1110, 1131, 1135, 1163, 1182, 1185, 1206, 1224, 1225, 1265, 1293, 1299, 1305, 1370, 1385]
174	198836.json	[2, 4, 5, 9, 29, 129, 133, 136, 150, 162, 174, 194, 210, 222, 223, 245, 259, 268, 283, 298, 303, 338, 344, 355, 376, 410, 433, 501, 504, 514, 551, 555, 570, 574, 608, 643, 660, 709, 748, 769, 777, 821, 839, 872, 881, 886, 904, 930, 937, 949, 980, 995, 1006, 1023, 1059, 1098, 1106, 1182, 1183, 1204, 1205, 1213, 1234, 1303, 1332, 1349, 1385]
175	198837.json	[74, 89, 96, 111, 113, 141, 146, 206, 226, 269, 291, 300, 310, 348, 353, 454, 475, 488, 502, 515, 539, 545, 563, 578, 586, 717, 752, 781, 791, 793, 807, 809, 836, 837, 858, 862, 863, 880, 942, 987, 999, 1000, 1021, 1035, 1063, 1064, 1077, 1078, 1085, 1086, 1092, 1097, 1114, 1120, 1132, 1136, 1143, 1144, 1149, 1154, 1158, 1160, 1161, 1180, 1200, 1203, 1207, 1219, 1220, 1233, 1259, 1266, 1273, 1322, 1335, 1338, 1356, 1359, 1366, 1367, 1378, 1393]
176	198838.json	[89, 96, 111, 113, 121, 141, 187, 214, 224, 226, 229, 269, 291, 319, 345, 348, 420, 434, 454, 475, 488, 489, 502, 515, 539, 542, 545, 578, 676, 717, 727, 730, 737, 793, 807, 809, 826, 836, 837, 858, 893, 922, 953, 954, 993, 999, 1000, 1026, 1035, 1053, 1064, 1077, 1078, 1086, 1092, 1114, 1126, 1136, 1143, 1144, 1154, 1160, 1164, 1180, 1186, 1207, 1214, 1219, 1220, 1246, 1285, 1335, 1338, 1352, 1359, 1360, 1367, 1373, 1376, 1378, 1393]
177	198841.json	[1, 5, 25, 39, 44, 82, 104, 129, 130, 133, 205, 210, 222, 233, 244, 251, 314, 328, 347, 357, 358, 362, 373, 392, 410, 439, 461, 481, 500, 517, 530, 565, 604, 620, 709, 753, 757, 805, 808, 845, 856, 867, 872, 876, 886, 889, 903, 904, 948, 951, 956, 971, 1014, 1024, 1029, 1058, 1059, 1098, 1104, 1138, 1204, 1213, 1234, 1237, 1238, 1278, 1279, 1281, 1292, 1308, 1318, 1363]
178	198842.json	[20, 43, 45, 48, 62, 66, 86, 88, 92, 119, 127, 152, 153, 213, 234, 241, 273, 294, 308, 313, 318, 366, 393, 398, 424, 458, 466, 491, 509, 571, 589, 591, 595, 599, 624, 642, 665, 666, 673, 674, 686, 689, 702, 715, 740, 742, 750, 797, 812, 845, 848, 850, 875, 899, 934, 946, 952, 979, 988, 994, 1004, 1015, 1017, 1033, 1036, 1050, 1076, 1081, 1082, 1090, 1117, 1118, 1157, 1171, 1174, 1176, 1178, 1185, 1191, 1225, 1236, 1265, 1268, 1277, 1278, 1280, 1294, 1301, 1304, 1332, 1333, 1348, 1357, 1381, 1388]
179	198843.json	[1, 34, 90, 101, 102, 105, 130, 139, 150, 160, 171, 172, 185, 188, 191, 194, 202, 205, 218, 247, 251, 267, 312, 316, 326, 338, 343, 359, 373, 445, 449, 457, 481, 500, 527, 532, 564, 573, 574, 597, 604, 609, 619, 623, 629, 665, 666, 692, 693, 725, 743, 747, 753, 760, 770, 824, 845, 856, 876, 877, 900, 902, 904, 940, 962, 990, 1014, 1028, 1029, 1039, 1059, 1062, 1083, 1098, 1130, 1175, 1187, 1193, 1213, 1221, 1226, 1250, 1263, 1270, 1314, 1327, 1332, 1363, 1365, 1392]
180	198844.json	[3, 10, 16, 30, 31, 35, 54, 57, 62, 66, 88, 95, 103, 108, 116, 119, 125, 127, 152, 159, 180, 188, 192, 213, 245, 275, 281, 305, 314, 324, 337, 354, 372, 383, 393, 406, 407, 413, 416, 425, 428, 459, 466, 469, 499, 509, 522, 531, 587, 589, 611, 628, 631, 642, 659, 686, 689, 690, 705, 713, 715, 724, 726, 732, 735, 740, 755, 758, 778, 801, 850, 887, 915, 936, 938, 950, 961, 978, 982, 1006, 1015, 1027, 1050, 1058, 1068, 1069, 1081, 1082, 1087, 1089, 1095, 1109, 1117, 1123, 1147, 1150, 1178, 1185, 1190, 1192, 1197, 1216, 1217, 1236, 1240, 1268, 1282, 1288, 1299, 1301, 1312, 1313, 1348, 1355, 1379, 1381, 1382, 1387, 1388, 1391]
181	198845.json	[1, 19, 23, 39, 41, 104, 114, 129, 133, 167, 174, 225, 246, 278, 314, 328, 336, 347, 357, 371, 390, 391, 404, 410, 428, 439, 461, 465, 484, 500, 512, 513, 517, 529, 530, 538, 549, 554, 564, 565, 568, 569, 574, 607, 632, 677, 688, 692, 709, 729, 753, 781, 782, 824, 830, 843, 863, 867, 876, 889, 903, 904, 924, 927, 939, 941, 956, 965, 970, 971, 972, 985, 1021, 1024, 1062, 1104, 1106, 1138, 1198, 1204, 1213, 1231, 1237, 1239, 1251, 1255, 1269, 1279, 1281, 1305, 1315, 1318, 1322, 1334, 1395]
182	198846.json	[]
183	198847.json	[4, 6, 19, 22, 23, 97, 110, 164, 167, 175, 217, 243, 256, 306, 314, 322, 326, 328, 343, 369, 371, 402, 410, 421, 423, 428, 435, 457, 461, 501, 510, 512, 524, 549, 554, 607, 692, 703, 729, 734, 738, 748, 770, 777, 779, 789, 822, 824, 827, 834, 870, 883, 890, 904, 920, 938, 945, 946, 951, 952, 956, 974, 985, 991, 1017, 1036, 1071, 1080, 1110, 1131, 1155, 1165, 1182, 1204, 1255, 1281, 1337, 1351, 1362, 1370]
184	198848.json	[13, 20, 43, 44, 45, 48, 66, 88, 92, 97, 102, 105, 119, 127, 153, 188, 202, 234, 241, 267, 273, 294, 313, 337, 359, 364, 392, 393, 398, 406, 458, 466, 493, 498, 509, 510, 530, 549, 558, 589, 591, 599, 624, 642, 658, 665, 666, 673, 675, 686, 693, 702, 705, 715, 742, 770, 797, 833, 850, 871, 875, 897, 899, 938, 943, 952, 975, 979, 988, 994, 1004, 1007, 1015, 1050, 1058, 1081, 1082, 1099, 1184, 1187, 1191, 1212, 1221, 1226, 1247, 1265, 1277, 1278, 1294, 1301, 1331, 1332, 1357, 1388, 1390, 1392]
185	198849.json	[11, 25, 34, 43, 52, 59, 150, 153, 163, 171, 190, 207, 217, 225, 227, 274, 303, 309, 326, 343, 358, 359, 379, 380, 383, 386, 402, 409, 435, 442, 457, 468, 490, 501, 514, 528, 532, 535, 552, 554, 575, 598, 613, 656, 657, 711, 754, 756, 759, 763, 779, 789, 817, 825, 827, 834, 847, 864, 883, 929, 937, 946, 968, 997, 1006, 1025, 1036, 1039, 1044, 1066, 1074, 1075, 1080, 1110, 1130, 1131, 1177, 1182, 1235, 1259, 1260, 1293, 1332, 1341, 1351, 1370, 1389]
186	198850.json	[16, 18, 44, 45, 48, 66, 67, 101, 152, 188, 202, 234, 235, 245, 260, 268, 296, 326, 338, 412, 458, 462, 509, 518, 526, 530, 540, 544, 554, 571, 589, 628, 630, 644, 666, 673, 686, 690, 693, 709, 724, 741, 770, 797, 832, 833, 875, 910, 956, 979, 988, 1014, 1015, 1019, 1031, 1050, 1058, 1067, 1072, 1081, 1082, 1099, 1187, 1234, 1242, 1277, 1278, 1283, 1291, 1305, 1312, 1332, 1357, 1381, 1392]
187	198852.json	[24, 47, 69, 113, 167, 175, 206, 225, 228, 254, 288, 300, 306, 310, 314, 317, 341, 342, 348, 371, 387, 423, 440, 456, 472, 484, 534, 538, 563, 578, 581, 585, 593, 607, 621, 632, 683, 703, 744, 748, 768, 781, 786, 804, 810, 822, 830, 839, 863, 880, 907, 909, 913, 922, 925, 939, 966, 985, 987, 1021, 1035, 1063, 1064, 1077, 1078, 1094, 1097, 1101, 1114, 1120, 1128, 1149, 1168, 1203, 1232, 1233, 1251, 1252, 1266, 1273, 1296, 1322, 1334, 1336, 1345, 1356, 1378]
188	198853.json	[15, 96, 165, 201, 203, 206, 214, 224, 269, 287, 379, 384, 418, 448, 454, 489, 506, 525, 545, 590, 603, 616, 657, 691, 717, 756, 788, 791, 795, 807, 809, 810, 836, 837, 865, 866, 885, 892, 906, 953, 954, 964, 999, 1021, 1026, 1064, 1086, 1097, 1114, 1126, 1129, 1143, 1153, 1158, 1159, 1161, 1171, 1186, 1200, 1214, 1246, 1259, 1260, 1266, 1286, 1335, 1338, 1342, 1356, 1359, 1366, 1367, 1373, 1376, 1377, 1378, 1393]
189	198854.json	[25, 59, 62, 105, 145, 150, 153, 215, 221, 241, 268, 326, 335, 336, 338, 343, 359, 402, 409, 435, 442, 455, 457, 468, 490, 501, 514, 544, 549, 551, 554, 555, 564, 608, 615, 658, 660, 675, 709, 742, 771, 777, 779, 789, 825, 827, 845, 847, 849, 856, 870, 883, 904, 937, 946, 951, 968, 975, 995, 1025, 1032, 1036, 1066, 1071, 1098, 1110, 1118, 1121, 1124, 1131, 1142, 1177, 1182, 1187, 1226, 1255, 1277, 1281, 1293, 1294, 1309, 1332, 1346, 1350, 1351, 1362, 1363, 1370, 1372, 1381, 1385, 1392]
